TIME,AEP,APPL,COST,CVX,DG,HD,LLY,IBM,EMN,ESS,KO,MSFT,MCD,NVDA,NKE,SPG,RE,WMT,VZN,XOM
02/08/2013,44.57,67.8542,102.79,115.64,46,67.01,53.72,201.68,73.31,151.86,38.77,27.55,94.87,12.37,27.295,162.76,119.24,71.48,44.35,88.61
02/11/2013,44.73,68.5614,101.99,115.64,45.75,66.38,53.9,200.16,74.13,151.86,38.61,27.86,95.17,12.51,27.61,163.5,120.31,71.4,44.32,88.28
02/12/2013,44.9,66.8428,101.76,116.5,45.04,67.32,53.8,200.04,73.93,152.65,37.56,27.88,95.1,12.43,27.545,162.97,121.29,71.4,44.44,88.46
02/13/2013,44.93,66.7156,101.63,115.53,44.39,67.45,53.44,200.09,74.78,152.85,37.21,28.03,94,12.37,27.28,162.05,120.78,71.39,44.52,88.67
02/14/2013,44.77,66.6556,102.02,115.71,45.03,67.34,53.5,199.65,74.08,152.49,36.84,28.04,93.56,12.73,27.31,160.57,120.45,70.82,44.33,88.52
02/15/2013,45.13,65.7371,102.17,114.96,44.37,67.52,53.59,200.98,73.46,151.69,37.42,28.01,93.9,12.731,27.475,159.9,121.05,69.3,44.4,88.36
02/19/2013,45.56,65.7128,101.9,115.92,43.96,67.55,54.18,200.32,73.43,153.65,37.67,28.045,93.85,12.555,27.235,160.5,122.76,68.76,44.5,89.32
02/20/2013,45.57,64.1214,101.08,114.99,43.8,66.44,54.29,199.31,70.22,152.41,37.73,27.87,93.91,12.38,27.01,159.52,122.38,69.21,44.92,88.97
02/21/2013,45.36,63.7228,100.69,114.99,45.51,64.38,54.02,198.33,68.72,151.26,37.71,27.49,94.14,12.29,27.27,158.02,124.51,70.26,45.12,88.59
02/22/2013,46.18,64.4014,101.16,115.96,46.03,65.58,54.27,201.09,71.69,151.48,38.52,27.76,95.25,12.52,27.235,159.72,123.94,70.4,45.4,89.2
02/25/2013,45.68,63.2571,100.09,113.54,45.45,63.92,53.77,197.51,68,149.44,37.72,27.37,96.14,12.3,27.02,157.37,122.55,70.44,45.72,87.7
02/26/2013,46.33,64.1385,99.45,114.96,44.95,67.56,54.43,199.14,68.57,149.85,38.11,27.37,96.22,12.37,27.135,157.88,124.14,71.11,46.12,88.51
02/27/2013,46.66,63.5099,100.73,116.65,46.56,68.06,54.8,202.33,70.79,149.74,38.45,27.81,95.73,12.6,27.17,159.2,124.99,71.66,46.35,89.53
02/28/2013,46.79,63.0571,101.29,117.15,46.34,68.5,54.66,200.83,69.73,148.99,38.72,27.8,95.9,12.66,27.23,158.86,124.61,70.78,46.53,89.55
03/01/2013,46.71,61.4957,101.42,116.9,47.57,69.03,54.78,202.91,69.71,149.24,38.7,27.95,95.68,12.71,27.41,159.99,124.09,71.74,46.72,89.43
03/04/2013,47.46,60.0071,103.43,117.49,48.65,70.29,54.76,205.19,69.78,148.52,38.82,28.15,95.07,12.655,27.365,161.46,125.23,73.26,47.11,88.95
03/05/2013,47.66,61.5919,103.15,117.93,48.92,70.47,55.54,206.53,71.12,150.8,38.68,28.35,95.81,12.8,27.45,162.61,127.73,73.72,47.69,89.61
03/06/2013,47.66,60.8088,102.56,118.47,48.2,70.48,55.08,208.38,72,150.79,39.02,28.09,96.81,12.79,27.65,161.92,127.25,73.38,47.28,89.56
03/07/2013,47.39,61.5117,101.97,118.56,47.46,70.25,55.35,209.42,72.02,149.62,39.12,28.14,97.09,12.76,27.61,160.08,127.25,73.32,47.48,88.71
03/08/2013,47.49,61.6742,103.04,118.57,47.79,71.37,55.16,210.38,72.23,150.05,39.22,28,98.71,12.82,27.345,160,127.9,73.03,47.96,88.97
03/11/2013,47.38,62.5528,102.44,118.73,47.48,71.32,55.07,210.08,72.78,149.89,39.31,27.87,98.89,12.695,27.265,161,127.25,72.98,47.81,89.16
03/12/2013,47.29,61.2042,103.75,118.25,47.76,70.75,55.08,210.55,73.16,149.64,38.96,27.91,98.76,12.74,26.745,159.52,128.07,73.6,48.36,89.16
03/13/2013,47.44,61.1928,103.42,118.36,48.03,70.76,55.06,212.06,72.72,149.98,38.59,27.915,99.38,12.74,27.425,159.3,128.09,73.65,47.94,89.26
03/14/2013,47.68,61.7857,102.91,120,48.77,70.24,55.07,215.8,73.25,151.12,39.02,28.135,99.31,12.75,27.345,159.88,128.91,73.22,48.48,89.83
03/15/2013,47.9,63.3799,101.746,119.68,48.18,69.05,55.13,214.92,72.6,152.59,38.83,28.035,99.67,12.64,27.39,159.6,128.9,72.5,48.02,89.37
03/18/2013,47.69,65.1028,101.68,119.13,48.11,69.35,54.66,213.21,72.83,151.81,38.76,28.1,98.57,12.55,27.08,158.73,128.47,72.25,48.75,88.77
03/19/2013,47.7,64.9271,102.12,119.46,47.77,68.79,54.79,213.44,72.77,152.05,39.33,28.18,98.4,12.47,26.915,157.1,128.92,72.45,48.95,88.58
03/20/2013,48.06,64.5828,103.08,120.35,49.79,68.88,55.3,215.06,73.18,151.54,39.87,28.315,98.77,12.62,27.415,158.47,129.72,72.99,48.6,88.63
03/21/2013,47.63,64.6756,103.52,120.34,49.81,68.95,55.08,212.26,70.48,150.29,40.07,28.11,98.53,12.42,26.8,158.06,129.2,73.13,48.8,88.17
03/22/2013,47.86,65.9871,105.11,121.18,50.07,69.56,55.57,212.08,70.11,149.97,40.04,28.25,99.27,12.48,29.765,159.14,130.64,74.28,49.02,89.29
03/25/2013,47.66,66.2256,105.47,120.18,51.08,69.47,55.62,210.74,68.99,149.49,40.12,28.16,98.24,12.41,29.78,159.36,129.97,74.85,49.16,89.02
03/26/2013,48.03,65.8765,105.97,120.98,52.22,70.05,56.29,212.36,69.23,150.29,40.69,28.155,98.5,12.5,29.735,159.33,128.44,74.77,49.48,90.13
03/27/2013,48.15,64.5828,106.64,120.19,50.95,69.65,56.37,210.89,69.07,150.85,40.22,28.37,98.9,12.65,29.225,159.2,128.44,74.78,48.94,90.58
03/28/2013,48.63,63.2371,106.11,118.82,50.58,69.78,56.79,213.3,69.87,150.58,40.44,28.605,99.69,12.83,29.505,158.56,129.86,74.83,49.15,90.11
04/01/2013,48.5,61.2728,105.81,119.61,50.62,69.67,56.61,212.38,69.14,151.5,40.45,28.61,99.05,12.41,29.13,159.32,129.54,75.43,49.22,90.77
04/02/2013,48.34,61.3988,107.68,119,50.54,71.02,56.5,214.36,68.2,152.38,40.72,28.8,100.26,12.275,29.45,160.97,128.09,76.02,49.5,90.58
04/03/2013,48.1,61.7128,106.36,117.78,50.12,70.36,56.85,212.66,66.47,151.9,40.17,28.56,99.25,12.126,29.455,162,127.49,76,48.99,89.93
04/04/2013,48.66,61.1028,106.36,118.07,50.73,70.69,56.93,211.31,67.52,155.73,40.54,28.595,100.63,12.245,29.67,163.6,127.62,76.2,49.3,89.77
04/05/2013,48.71,60.4571,105.8,117.52,50.4,70.06,56.48,209.41,68.14,156.62,40.08,28.7,101.42,12.46,29.485,166.23,126.45,76.39,49.56,89.01
04/08/2013,49.23,60.8871,107.04,117.81,50.36,71.22,56.82,209.32,67.86,157.39,40.86,28.59,101.5,12.43,29.975,169.1,127.41,77.29,49.43,88.6
04/09/2013,49,60.9971,105.79,118.64,49.85,71.2,56.74,209.22,68.55,155.8,40.71,29.61,101.06,12.63,29.945,169.11,127.81,78.12,49.36,88.77
04/10/2013,49.64,62.2414,105.75,119.64,50.24,71.69,57.59,212,67.9,155.47,41.07,30.28,101.49,12.83,30.145,170.77,128.13,77.37,49.86,88.68
04/11/2013,49.93,62.0471,106.01,120.95,50.28,71.9,58,212.92,68.29,156.72,41.18,28.935,101.99,12.77,30.6,174.27,128.69,77.79,50.51,89.22
04/12/2013,49.98,61.3999,106.13,119.94,50.31,73.62,57.51,211.38,68,158.14,41.08,28.79,103.59,13.09,30.29,173.66,127.99,78.56,50.86,88.99
04/15/2013,49.07,59.9785,104.21,116.57,49.9,72.23,56.49,209.26,65.59,155.01,40.09,28.69,102.15,12.82,29.835,170.44,123.65,78.47,50.64,86.49
04/16/2013,49.54,60.8914,105.55,117.01,50.47,72.46,57.18,212,67.87,156.91,42.37,28.97,103.04,12.96,30.25,174.48,124.67,78.68,50.46,86.61
04/17/2013,49.37,57.5428,104.77,114.81,51.9,72.8,57.47,209.67,66.97,154.05,42.55,28.825,102.54,12.785,30.45,172.8,124.44,78.51,49.54,86.08
04/18/2013,49.48,56.0071,103.61,115.59,51.3,72.48,56.29,207.15,66.35,154.01,42.1,28.79,101.91,12.54,30.09,172.91,124.15,77.16,50.91,86.62
04/19/2013,49.94,55.7899,104.45,115.9,51.82,74,57.42,190,69.8,155.21,42.66,29.765,99.92,12.57,30.46,176.11,125.85,78.29,52.25,87.45
04/22/2013,50.37,56.9528,105.16,116.57,51.63,73.86,57.58,187.83,69.32,154,42.72,30.83,99.32,12.59,30.68,175.5,125.38,77.97,52.19,88.09
04/23/2013,50.64,58.0185,107.25,117.48,52.15,73.38,58.33,191.61,70.6,153.87,42.7,30.6,99.76,12.92,30.84,176.04,128.04,79.09,52.32,89.3
04/24/2013,50.9,57.9231,107.83,118.28,52.09,73.28,56.05,191.71,71.85,152.99,42.15,31.76,101.02,13.36,30.765,176.84,131.38,78.03,51.8,89.43
04/25/2013,50.76,58.3399,109.13,118.51,52.71,73.37,56.43,193.95,72.65,152.55,42.35,31.94,100.94,13.47,31.035,176.01,133.05,78.65,53.22,88.07
04/26/2013,50.54,59.6007,109.27,120.04,52.83,73.35,56.46,194.31,68.97,152.74,42.1,31.79,100.89,13.41,30.945,175.62,132.47,79.04,53.63,88
04/29/2013,51.31,61.4457,108.63,121.32,52.18,73.67,56.01,199.15,68.27,155.02,42.24,32.61,102.18,13.57,31.315,175.99,133.61,78.39,53.46,88.21
04/30/2013,51.43,63.2542,108.43,122.01,52.09,73.35,55.38,202.54,66.65,157.05,42.33,33.1,102.14,13.77,31.8,178.07,134.99,77.72,53.91,88.99
05/01/2013,51.23,62.7557,108.22,120.27,52.03,72.76,54.24,199.63,64.06,156,42.21,32.72,101.38,13.65,31.68,176.57,133.01,78.06,52.4,87.51
05/02/2013,51.17,63.6457,108.69,122.04,52.39,73.33,54.7,202.39,66.03,154.8,41.96,33.16,102.06,13.81,31.66,178.03,133.29,78.46,52.53,88.63
05/03/2013,51.08,64.2828,109.75,123.49,52.49,73.96,54.99,204.51,67.89,154.77,42.24,33.49,102.92,13.87,32.275,179.44,131.98,79.25,52.68,90.02
05/06/2013,50.46,65.8156,109.09,123.25,53.58,75.26,54.47,202.78,68.52,154.9,42.08,33.75,102.07,13.83,31.98,179.37,133.65,78.83,52.05,90.58
05/07/2013,51.07,65.5225,109.71,123.04,53.44,75.07,54.17,203.63,69.24,157.75,42.7,33.31,102.29,13.65,31.955,178.87,135.73,78.83,52.92,91.15
05/08/2013,50.12,66.2628,109.61,123.36,53.42,75.42,54.52,204.82,68.6,158.72,42.46,32.99,100.95,13.899,31.95,180.34,135.97,78.25,53.11,91.7
05/09/2013,48.83,65.2528,109.14,123.64,52.68,75.87,54.56,203.24,66.84,159.1,42.12,32.66,99.69,13.91,31.87,178.9,135.29,78.4,52.71,91.03
05/10/2013,48.82,64.7099,109.99,123.23,52.8,76.01,54.82,204.47,67.24,161.98,42.15,32.69,100.2,14.54,32.38,179.37,135.81,78.89,52.89,90.14
05/13/2013,48.67,64.9628,110.01,122.85,52.59,76.67,56.28,202.47,66.56,163.86,42.19,33.03,100.38,14.24,32.325,179.96,135.63,78.5,52.55,90.1
05/14/2013,48.87,63.4085,111.39,125,52.79,77.32,55.87,203.21,67.44,164.76,42.52,33.53,101.2,14.45,32.955,179.23,135.88,78.78,53.17,91.11
05/15/2013,49.41,61.2642,112.82,123.01,53.32,77.88,56.72,203.32,70.83,165.79,42.92,33.845,101.95,14.695,32.915,179.62,135.57,79.86,53.6,91.24
05/16/2013,49.05,62.0825,111.51,122.76,53.26,76.75,55.94,204.69,71.4,166.68,43.09,34.08,101.12,14.63,32.22,177.56,130.62,78.5,53.2,90.7
05/17/2013,49.64,61.8942,113.05,123.42,54.08,76.86,55.9,208.44,73.95,168.25,42.97,34.87,101.54,14.87,32.66,179.85,131.92,77.87,53.35,91.76
05/20/2013,49.47,63.2757,112.02,124.78,53.84,76.76,55.02,207.6,73.37,168.98,42.38,35.08,101.54,14.84,32.665,178.96,131.89,77.4,52.74,92.52
05/21/2013,49.36,62.8085,113.48,125.94,54.47,78.71,55.14,208.65,73.15,170.47,42.34,34.85,102.14,14.92,32.615,180.23,131.31,77.39,52.07,92.8
05/22/2013,48.59,63.0505,113.38,124.93,53.86,79.69,54.92,206.99,72.44,167.72,42.25,34.61,101.74,14.4,32.225,176.04,129.18,77.03,51.47,92.19
05/23/2013,48.28,63.1628,113.19,125.4,54.45,78.91,54.74,206.16,72.11,164.31,41.93,34.15,101.03,14.63,31.665,173.59,127.64,76.33,51.89,91.79
05/24/2013,47.71,63.5928,114.39,125.45,54.42,78.99,54.14,205.72,71.9,163.9,42.24,34.269,100.29,14.54,31.395,174.47,126.84,77.31,51.39,91.53
05/28/2013,46.56,63.0627,114.83,126.43,54.48,79.82,54.54,207.78,71.88,163.54,42.55,35.02,101.24,14.53,31.64,175.44,126.55,77.32,50.82,92.38
05/29/2013,46.19,63.5642,112.95,125.49,53.93,79.49,53.75,207.92,71.89,161.13,41.4,34.88,99.05,14.44,31.465,171.87,128.21,76.23,49.57,92.08
05/30/2013,46.09,64.5114,111.88,125.11,53.67,79.44,54.08,209.36,71.92,158.33,40.77,35.03,97.07,14.63,31.205,170,129.76,75.63,49.08,92.09
05/31/2013,45.82,64.2478,109.631,122.75,52.8,78.66,53.16,208.02,71.72,157.14,39.99,34.9,96.57,14.47,30.83,166.44,129.61,74.84,48.48,90.47
06/03/2013,46.14,64.3885,110.88,124.09,53.55,79.08,53.14,208.95,72.34,157.95,40.81,35.59,97.96,14.45,31.515,166.68,129,75.69,48.66,91.46
06/04/2013,46.05,64.1871,110.66,122.96,48.64,76.63,52.5,206.19,71.11,155.94,41.42,34.99,98.37,14.47,31.39,165.66,128.22,75.94,48.84,90.79
06/05/2013,45.61,63.5871,109.17,121.57,50.19,75.1,51.81,202.74,68.93,154.45,40.65,34.78,96.42,14.16,30.875,163.92,126.37,75.25,48.3,89.65
06/06/2013,45.67,62.6371,111.09,120.59,51.32,77.26,52.09,203.8,69.63,156.17,40.79,34.96,96.68,14.25,31.08,166.56,127.69,75.63,49.97,90.23
06/07/2013,46.15,63.1158,110.58,121.7,51.09,78.74,52.49,206.35,70.42,155.95,41.41,35.67,98.28,14.445,31.375,167.26,127.79,76.33,50.24,91.45
06/10/2013,45.91,62.6985,110.31,122.69,50.35,77.73,52.64,205.02,70.55,156,41.18,35.47,99.53,14.44,31.52,165.27,128.85,75.75,50.53,91.12
06/11/2013,45.36,62.5142,110.02,121.45,51.67,77.61,51.94,203.98,69.4,154.04,40.79,34.84,98.23,14.17,31.075,162.22,127.28,75.25,50.18,90.46
06/12/2013,45.2,61.7414,109.4,119.97,51.09,76.4,51.78,201.2,68.72,152.7,40.39,35,98.24,14.05,30.705,159.67,126.86,74.84,49.9,89.74
06/13/2013,45.92,62.2807,110.88,121.66,51.2,76.53,51.85,203.77,71.36,157.09,40.41,34.715,98.88,14.37,30.88,165.1,129.55,75,50.64,91.33
06/14/2013,45.51,61.4357,111,120.28,51.18,76.59,52.05,202.2,71.02,156.7,40.34,34.4,98.42,14.35,30.945,166.05,128.46,74.87,51.07,90.58
06/17/2013,45.57,61.7142,111.7,121.22,51.13,76.14,52.36,203.04,72.26,155.44,40.68,35,98.74,14.49,30.97,168.5,129.92,74.95,50.71,91.51
06/18/2013,45.9,61.6814,112.085,121.52,52.29,77.19,52.35,204.87,73.25,155.62,40.93,34.98,99.75,14.4,31.075,167.3,130.76,75.73,51.55,91.93
06/19/2013,44.79,60.4285,110.19,120.5,51.33,75.93,51.37,201.94,72.33,152.41,40.41,34.59,98.81,14.84,30.875,162.52,127.81,74.46,50.05,91
06/20/2013,43.19,59.5482,107.56,117.95,49.88,73.87,49.41,197.35,70.46,148.43,39.13,33.49,96.79,14.44,30.39,154.58,125.94,73.03,48.96,89.05
06/21/2013,43.78,59.0714,108.65,118.93,50.21,73.82,49.91,195.46,70.79,152.6,39.76,33.265,97.23,14.415,30.285,156.58,124.59,73.51,49.52,89.48
06/24/2013,43.57,57.5057,109.64,116.82,50,73.51,49.06,193.54,70,153.51,39.53,33.715,97.29,14.12,29.975,154.98,124.52,74.2,49.12,88.48
06/25/2013,43.91,57.5185,110.25,117.45,50.51,74.14,49.22,194.98,70.33,156.5,39.72,33.67,97.52,14.22,30.195,156.83,124.55,74.37,50.44,89.11
06/26/2013,44.6,56.8671,111.18,118.15,51.17,75.67,49.79,194.86,72.08,156.34,40.33,34.35,98.84,14.14,30.925,158.27,126.03,75.01,50.66,89.8
06/27/2013,44.48,56.2542,111.49,118.71,51.64,76.27,49.72,195.65,72.02,160.1,40.26,34.62,99.65,14.01,31.16,160.68,128.7,75.26,51,90.04
06/28/2013,44.78,56.6471,110.57,118.34,50.43,77.47,49.12,191.11,70.01,158.92,40.11,34.545,99,14.04,31.84,157.92,128.26,74.49,50.34,90.35
07/01/2013,44.47,58.4599,110.43,119.08,52.43,76.87,50.16,191.28,71.38,159.15,40.46,34.36,99.82,14.1,31.165,157.65,129.06,74.59,50.36,90.3
07/02/2013,44.48,59.7842,110.85,119.15,51.36,77.31,50.5,191.5,70.71,160.72,40.37,33.94,99.93,14.09,31.31,162.63,126.36,74.71,50.63,90.64
07/03/2013,44.46,60.1142,110.91,119.08,51.11,77.73,50.14,193.25,71.03,159.29,40.49,34.01,100.35,14.13,31.43,158.98,126.45,74.76,51.01,90.69
07/05/2013,44.28,59.6314,111.76,120.51,52.01,78.29,50.58,194.93,72.01,158.54,40.52,34.21,99.86,14.24,31.82,159.47,128.28,75.21,51.3,91.57
07/08/2013,44.57,59.2928,112.62,121.24,52.12,79.22,51.13,194.98,72.71,159.66,40.54,34.325,99.88,14.165,31.86,159.22,126.86,76.71,51.17,92.25
07/09/2013,44.57,60.3357,113.35,123.27,51.8,79.7,51.79,191.3,73.43,162.76,40.83,34.35,99.99,14.241,31.965,161.72,126.85,77.03,50.96,93.34
07/10/2013,45.42,60.1042,113.65,122.9,54.78,79.4,51.42,192.25,73,163.01,40.68,34.7,99.98,14.43,31.8,160.8,127.76,76.77,50.54,92.82
07/11/2013,46.24,61.0411,115.895,123.77,55.65,79.86,51.54,192.8,73.97,167.68,41.03,35.685,100.79,14.63,31.86,164.07,128.97,77.63,51.21,93.27
07/12/2013,46.55,60.9299,116.46,124.06,53.77,80.54,51.45,192.07,73.96,165.89,41.03,35.67,101.58,14.64,31.835,163,131.08,77.63,50.41,93.4
07/15/2013,47.5,61.0628,115.89,124.68,53.96,80.4,51.54,194,74.2,165.96,41.01,36.17,100.75,14.61,31.675,162.9,132.19,77.03,49.96,93.25
07/16/2013,47.23,61.4564,116.53,124.12,53.9,80.22,51,193.85,73.59,166.61,40.23,36.27,100.88,14.69,31.35,163,129.79,77.37,50.28,93.3
07/17/2013,47.09,61.4728,117.4,124.35,53.65,80.44,50.67,194.55,75.28,168.51,40.84,35.74,100.1,14.61,31.665,162.8,130.24,77.2,50.74,93.46
07/18/2013,47.22,61.6797,117.06,125.47,53.45,80.02,49.92,197.99,74.87,168.65,40.81,35.44,100.18,14.55,31.66,164.72,129.96,77.34,49.97,94.38
07/19/2013,47.14,60.7071,118.07,126.91,53.3,79.89,50.6,193.54,75.71,168.77,41.09,31.4,100.27,14.24,31.675,164.96,129.8,78.08,49.95,95.17
07/22/2013,47.09,60.9014,118.05,127.03,53.54,80,50.63,194.09,75.61,169.6,40.84,32.01,97.58,14.23,31.645,166.05,130.49,77.87,50.27,94.83
07/23/2013,47.1,59.8557,119.1,127.26,53.82,80.19,50.99,194.98,75.81,167.45,40.96,31.82,96.76,14.21,31.595,165.98,128.31,78.55,50.36,95.2
07/24/2013,46.38,62.9299,117.9,126.37,54.23,80.27,52.55,196.61,75.04,163.38,40.86,31.96,96.66,14.21,31.315,164.41,129.46,78.23,50.38,94.99
07/25/2013,45.81,62.6428,117.45,127.76,54.23,78.99,52.59,197.22,75.47,164.51,40.84,31.39,97.49,14.26,31.245,163.79,130.86,78.01,50.71,94.97
07/26/2013,46.47,62.9985,116.57,127.56,53.78,78.74,53.36,197.35,74.16,166.39,40.64,31.62,98.03,14.2,31.265,164.54,131.61,78,51.02,94.79
07/29/2013,46.7,63.9699,117.14,126.17,54.18,78.67,53.56,196.21,75.03,163.53,40.28,31.54,97.87,14.17,31.355,163.05,132.12,77.99,51.49,94.03
07/30/2013,46.55,64.7599,116.93,125.78,54.06,78.6,53.32,196.01,79.75,164.05,40.32,31.85,98.37,14.41,31.425,161.72,133.43,77.89,50.42,93.81
07/31/2013,46.35,64.6471,117.42,125.89,54.67,79.03,53.11,195.04,80.43,161.29,40.08,31.84,98.08,14.435,31.46,160.06,133.53,77.94,49.48,93.75
08/01/2013,46.55,65.2394,118.34,126.44,55.42,78.64,53.5,195.81,82.3,160.93,40.57,31.67,99,14.64,32.985,158.97,135.34,78.22,50.01,92.73
08/02/2013,46.58,66.0771,119.37,124.95,55.79,80.23,53.88,195.16,82.41,158.05,40.22,31.89,99.2,14.76,33.15,157.61,135.29,78.75,50.25,91.95
08/05/2013,46.39,67.0642,120.07,123.99,55.25,79.66,53.87,195.5,82.49,158.65,40.29,31.7,99.31,14.83,33.2,156.91,135.54,78.77,50.21,91.59
08/06/2013,45.79,66.4642,119.5,123.14,54.87,80.05,53.32,190.99,80.92,157.87,40.37,31.58,98.69,14.61,33.27,156.35,134.43,77.87,50.09,91.47
08/07/2013,45.47,66.4256,119.34,123.33,54.12,78.83,53.62,188.56,80.94,157.43,40.15,32.063,98.33,14.6,32.815,156.86,133.35,77.37,49.93,91.34
08/08/2013,45.52,65.8585,117.39,123.07,54.73,80.04,53.57,187.93,80.47,156.11,40.2,32.89,98.04,14.699,33.025,156.35,133.67,77.25,49.62,91.78
08/09/2013,45,64.9214,115.63,122.5,54.25,78.97,54.18,187.82,80.07,157.64,40.16,32.7,97.62,14.49,33.155,157.95,133.47,76.9,49.32,90.72
08/12/2013,44.69,66.7656,115.73,121.8,54.35,79.2,54.05,189.09,79.29,156.56,39.83,32.87,97.04,14.37,33.255,157.29,134.5,77.08,49.65,89.89
08/13/2013,44.31,69.9385,115.65,122.5,54.6,79.44,54.96,188.42,80.63,154.1,39.65,32.23,96.45,14.42,32.905,155.2,138.54,76.86,49.15,89.4
08/14/2013,44.37,71.2142,113.78,122.05,54.5,77.44,54.2,187.53,80.06,152.92,39.53,32.35,96.11,15.03,32.175,152.67,138.39,76.4,48.89,88.95
08/15/2013,43.78,71.1299,111.79,120.25,53.5,75.14,53.39,185.79,78.31,150.2,39.09,31.79,95.39,15.125,31.745,149.69,138.23,74.41,48.54,88.16
08/16/2013,43.31,71.7614,111.9,119.88,52.47,75.38,52.86,185.34,77.85,144.94,39.05,31.8,95.03,15.189,31.825,145.3,138.18,74.11,47.71,87.91
08/19/2013,42.68,72.5342,112.08,118.66,54.09,75.21,52.79,184.23,77.98,144.66,38.78,31.393,95.48,14.95,32.355,143.22,137.75,73.58,47.5,86.92
08/20/2013,42.82,71.5814,112.84,118.29,53.37,74.29,52.8,184.56,78.48,147.23,38.65,31.62,95.5,14.95,32.315,145.93,138.36,73.23,47.91,86.83
08/21/2013,42.37,71.7656,111.96,117.7,54.4,73.73,52.42,184.86,78.34,146.1,38.28,31.61,95.11,14.88,32.065,144.95,136.81,73.55,47.27,86.42
08/22/2013,42.69,71.8514,112.24,118.29,55.45,74,52.46,185.19,79.45,147.35,38.31,32.39,95.46,14.96,32.43,146.36,138.64,73.46,47.02,86.98
08/23/2013,43.16,71.5742,113.07,119.53,55.05,73.89,52.62,185.42,79.67,147.35,38.52,34.75,95.13,14.96,32.105,147.5,138.88,73.44,47.61,87.52
08/26/2013,42.65,71.8528,111.87,118.84,55.59,75.43,52.05,184.74,78.27,147.5,38.12,34.15,95.31,14.995,31.96,147.13,138.44,73.03,46.94,87.09
08/27/2013,42.77,69.7985,111.67,118.81,54.65,74.12,51.27,182.74,75.88,146.06,38.15,33.26,94.84,14.805,31.405,145.74,136.79,72.86,46.95,86.82
08/28/2013,43.01,70.1279,110.46,121.81,54.48,75.03,51.47,182.16,75.25,144.75,38.35,33.02,96.08,14.8,31.685,145.27,136.76,72.38,46.56,88.84
08/29/2013,42.69,70.2428,111.39,120.37,54.37,75.05,51.45,182.64,76.45,144.45,38.1,33.55,94.86,14.77,31.74,146.34,137.34,72.43,47.82,87.27
08/30/2013,42.8,69.6022,111.87,120.43,53.97,74.49,51.4,182.27,76,143.31,38.18,33.4,94.36,14.75,31.41,145.63,136.95,72.98,47.38,87.16
09/03/2013,42.16,69.7971,111.98,120.55,53.88,73.9,51.31,183.96,76.85,141.49,37.9,31.88,94.52,14.76,32.145,144.44,139.06,72.68,46.01,87.15
09/04/2013,42.21,71.2415,111.5,120.86,56.39,74.14,52.18,183.13,76.88,143.62,38.54,31.195,95.16,14.9,32.565,144.57,138.67,72.91,46.78,87.76
09/05/2013,42.14,70.7528,114.62,121.37,57.38,72.99,52.21,184.15,76.79,142.11,38.24,31.235,95.66,14.94,32.69,142.54,135.74,72.67,46.64,87.35
09/06/2013,42.56,71.1742,114.35,121.21,56.96,72.7,52.41,183.03,76.88,144.41,38.35,31.152,96.26,14.88,32.49,144.94,134.26,72.59,46.34,87.25
09/09/2013,42.67,72.3099,115.35,122.22,57.47,73.58,52.54,184.98,77.29,148.75,38.52,31.655,96.45,15.125,32.7,148.44,135.42,73.51,45.91,88.04
09/10/2013,42.89,70.6628,117.32,123.01,57.33,74.6,52.87,186.6,77.75,149.6,38.63,32.39,96.89,15.45,33.41,148.73,138.13,73.96,46.47,87.82
09/11/2013,42.21,66.8156,119.25,123.92,57.36,75.04,52.8,190.7,78.42,150.6,38.78,32.74,97.46,15.71,33.795,149.12,138.88,74.05,46.52,88.84
09/12/2013,41.92,67.5271,118.19,123.89,57.14,75.4,52.91,190.73,77.66,149.89,38.44,32.69,97.18,15.7,34.04,148.3,138.11,73.91,47.35,87.98
09/13/2013,42.62,66.4142,117.03,124.14,56.83,75.11,53.27,192.17,76.5,150.7,38.69,33.03,97.35,15.8,33.955,148.52,139.02,74.36,47.76,88.4
09/16/2013,42.82,64.3028,117.35,124.08,57,75.54,53.64,193.15,76.3,151.9,38.86,32.801,97.71,15.81,34.095,151.71,141.65,74.78,48.3,88.67
09/17/2013,43.2,65.0456,117.91,124.34,57.33,75.8,53.83,192.16,77.37,151.3,38.79,32.93,97.92,15.86,34.16,151.43,141.49,75.15,48.57,88.94
09/18/2013,44.81,66.3828,118.642,125.82,57.92,77.37,54.16,194.42,78.78,157.18,39.59,33.32,98.7,15.999,34.74,154.46,141.02,76.42,48.72,89.58
09/19/2013,44.67,67.4714,119.2,125.44,58.49,78.51,53.86,193.39,79.2,155.74,39.31,33.64,97.92,15.925,34.75,154.52,140.98,76.21,48.51,89.28
09/20/2013,43.73,66.7728,117.94,124.92,57.65,77,53.93,190.02,78.53,152.49,39.4,32.791,96.9,15.795,34.685,151,142.95,75.83,47.78,88.66
09/23/2013,44.33,70.0914,117.57,125.52,58.19,75.91,53.04,190.99,77.55,150.75,38.63,32.74,97.28,15.64,34.49,151.29,143.67,76.42,47.981,87.75
09/24/2013,44.21,69.8714,116.34,124.49,58.11,76.04,52.43,189.97,77.16,148.66,38.53,32.455,97.78,15.7,34.715,150,143.71,75.75,47.27,87.36
09/25/2013,43.79,68.7899,115.41,124.07,57,75.52,52.61,189.47,76.74,150.35,38.33,32.505,97.62,15.725,34.46,150.24,145.31,74.65,46.945,87.14
