TIME,AEP,APPL,COST,CVX,DG,HD,LLY,IBM,EMN,ESS,KO,MSFT,MCD,NVDA,NKE,SPG,RE,WMT,VZN,XOM
05/14/2014,52.36,84.8385,115.13,126.42,56.24,76.31,60.1,188.72,85.63,179.47,40.89,40.24,103.03,18.1,36.79,174.27,157.05,78.74,48.01,102.29
05/15/2014,52.02,84.1171,114.35,123.81,55.26,76.24,58.21,186.46,83.92,179.43,40.52,39.6,102.5,18,36.47,174.88,156.8,76.83,47.96,100.78
05/16/2014,52.7,85.3585,115.61,123.18,55.63,77.36,58.34,187.06,84.18,181.06,40.89,39.83,103.14,17.96,36.97,176.13,157.29,77.01,49.07,100.74
05/19/2014,51.02,86.3699,116.37,122.95,56,76.5,58.65,187,85.56,179.28,40.71,39.75,102.09,18.54,37.245,175.51,158.27,76.61,49.15,100.87
05/20/2014,50.96,86.3871,115.13,122.5,54.72,77.96,58.66,184.89,84.74,179.19,40.58,39.68,101.53,18.24,36.63,175.33,157.94,75.69,48.65,100.67
05/21/2014,51.11,86.6156,114.52,124.16,54.7,78.08,59.07,186.39,84.98,178.61,40.87,40.35,102.56,18.24,37.105,174.4,158.7,75.66,49.17,102.03
05/22/2014,51.49,86.7528,114.73,123.63,55.42,78.78,59.72,185.68,85.08,178.62,40.58,40.1,102.45,18.32,37.44,174.02,159.46,75.39,49.45,101.5
05/23/2014,51.41,87.7328,114.94,123.37,55.74,79.18,59.8,185.94,86.3,179.62,40.58,40.12,102,18.49,37.925,175.26,159.32,75.61,49.74,101.32
05/27/2014,52.7,89.3756,113.87,122.84,56.3,79.69,59.73,184.78,86.11,179.57,40.77,40.19,102.36,18.82,38.305,176.55,161.38,75.59,49.62,101.36
05/28/2014,52.94,89.1442,114.24,122.52,54.6,79.68,59.7,183.08,86.55,178.93,40.58,40.01,101.3,18.98,38.135,165.42,159.97,75.53,49.74,101.06
05/29/2014,52.79,90.7685,114.14,122.32,53.5,79.9,59.47,183.76,88.03,179.53,40.66,40.34,101.34,18.95,38.19,165.29,160,75.98,49.72,101.27
05/30/2014,53.35,90.4285,116.02,122.79,53.78,80.23,59.86,184.36,88.26,180.96,40.91,40.94,101.43,19,38.455,166.46,160.02,76.77,49.96,100.53
06/02/2014,53.48,89.8071,115.68,122.21,54.3,80.84,59.49,185.69,89.12,181.41,40.86,40.79,102.03,18.94,38.36,166.8,159.11,76.76,50.05,99.94
06/03/2014,53.94,91.0771,115.51,122.55,56.41,80.67,59.35,184.37,89.59,180.99,40.88,40.29,101.45,18.86,37.775,165.87,159.59,76.71,49.29,100.39
06/04/2014,53.99,92.1171,116.31,122.35,56.62,80.54,59.22,184.51,90.2,182,40.79,40.32,102.44,18.88,38.065,166.77,161.84,77.13,49.15,100.04
06/05/2014,54.17,92.4785,117.75,123.52,57.69,80.38,59.58,185.98,89.51,185.25,40.89,41.21,102.45,18.96,37.935,169.84,161.87,77.32,49.28,100.55
06/06/2014,54.07,92.2242,118.23,124.19,57.99,80.64,59.63,186.37,89.88,184.53,40.99,41.48,101.96,19.03,38.115,169.68,161.8,77.21,49.42,101.6
06/09/2014,53.49,93.7,117.78,124.37,62.25,80.61,59.74,186.22,89.68,181.81,40.91,41.27,101.38,19.05,38.335,167,160.75,77.01,49.57,101.52
06/10/2014,53.46,94.25,117.1,125.34,61.14,80.74,59.75,184.29,89.97,179.48,41.07,41.11,100.88,19.15,38.155,165.68,161.81,76.62,49.52,101.46
06/11/2014,52.53,93.86,116.24,125.18,60.48,79.81,59.47,182.25,89.02,179.16,40.86,40.86,100.42,19.4,37.57,164.69,160.7,76.16,49.37,101.95
06/12/2014,52.59,92.29,115.44,126.11,60.19,78.43,58.88,181.22,88.38,179.3,40.42,40.58,99.76,19.52,37.385,163.89,159.55,75.73,49.04,101.66
06/13/2014,52.78,91.28,115.3,127.26,60.69,78.07,58.9,182.56,88.84,179.38,40.37,41.23,100.49,19.54,37.31,164.14,160.29,75.28,49.18,102.65
06/16/2014,53.09,92.2,115.43,128.54,61.55,78.9,58.83,182.35,87.9,178.09,40.66,41.5,101.1,19.48,37.275,163.51,159.12,75.34,49.31,102.92
06/17/2014,52.81,92.08,115.45,128.83,61.53,80.02,59.25,182.26,87.65,179.21,40.92,41.68,101.27,19.61,37.545,164.79,159.9,74.99,49.21,102.42
06/18/2014,54.12,92.18,116.27,130.28,61.43,80.71,59.99,183.6,88.08,181.31,41.56,41.65,101.35,19.59,38.105,166.5,160.13,75.7,49.42,102.73
06/19/2014,54.9,91.86,116.26,131.99,61.52,80.44,59.85,182.82,87.55,183.08,41.79,41.51,101.91,19.138,37.82,167.27,159.72,75.87,49.47,102.63
06/20/2014,54.48,90.91,115.36,132.34,62.82,80.17,62.03,181.55,88.1,183.78,41.69,41.68,101.92,18.93,37.55,167.43,159.36,75.68,49.39,103.83
06/23/2014,54.45,90.83,115.22,132.98,61.66,80.64,62.07,182.14,87.68,183.93,41.73,41.99,101.91,18.71,37.725,166.66,159.3,75.79,49.73,104.38
06/24/2014,54.65,90.28,116.31,131.77,61.69,80.43,61.89,180.88,87.17,184.61,41.85,41.745,101.47,18.42,37.49,166.37,159.14,75.97,49.28,102.73
06/25/2014,55.12,90.36,116.27,131.23,61.48,80.53,63,180.72,87.22,184.85,41.96,42.03,101.61,18.61,38.235,166.04,160.16,75.62,49.41,102.14
06/26/2014,55,90.9,115.64,130.92,61.68,80.75,63.04,180.37,87.12,183.7,42.03,41.72,101.51,18.36,38.43,165.79,158.54,74.91,49.21,102.03
06/27/2014,55.33,91.98,115.49,130.36,57.19,81.13,63.1,181.71,87.41,184.52,42.19,42.25,101.46,18.38,38.84,167.06,159.26,75.34,49.32,101.21
06/30/2014,55.77,92.93,115.16,130.55,57.36,80.96,62.17,181.27,87.35,184.91,42.36,41.7,100.74,18.54,38.775,166.28,160.49,75.07,48.93,100.68
07/01/2014,55.21,93.52,115.44,130.54,57.71,81.82,62.5,186.35,87.71,185.7,42.29,41.87,101,18.75,39,166.88,161.94,75.28,49.37,101.36
07/02/2014,54.17,93.48,115.75,130.23,58.12,81.98,62.7,188.39,87.66,185.44,42.29,41.9,100.53,18.6825,38.895,166.74,160.31,75.62,49.66,101.57
07/03/2014,53.76,94.03,116.35,131.19,58.22,82.05,63.06,188.53,88.55,184.78,42.23,41.8,100.98,18.85,39.225,166.13,162.1,75.75,49.71,102.59
07/07/2014,53.77,95.968,116.32,130.47,57.74,81.42,62.61,188.04,87.78,185.8,42.14,41.99,100.17,18.7,39.325,166.48,161.36,76.07,49.75,102.65
07/08/2014,54.55,95.35,117.46,129.9,57.36,80.76,62.46,187.22,87.5,186.5,41.94,41.78,100.09,18.55,38.835,166.71,163.61,76.65,48.76,102.83
07/09/2014,54.71,95.39,117.92,131.39,57.53,80.73,62.62,188.42,87.27,186.59,41.95,41.67,101.07,19.11,39.345,167.66,163.89,77.21,48.9,103.55
07/10/2014,54.8,95.035,118.08,130.25,57.36,79.4,62.53,187.7,86.76,187.46,42.26,41.685,100.58,19.005,38.75,168.22,163.68,77.06,49.64,102.57
07/11/2014,54.31,95.22,118.01,128.47,56.79,79.61,62.84,188,86.83,187.6,41.97,42.09,100.37,19.05,38.645,168.99,163.81,76.82,50.32,101.74
07/14/2014,53.6,96.45,117.36,129.26,56.64,79.46,63.01,189.86,86.78,189.11,42.38,42.14,100.47,19.29,38.975,169.41,164.5,76.55,50.53,102.68
07/15/2014,53.93,95.32,117.82,129.26,55.94,79.86,62.86,188.49,85.89,189.5,42.1,42.45,100.3,19.37,39.015,170.27,164.92,76.84,50.71,102.39
07/16/2014,54.21,94.78,117.85,130.89,55.57,79.66,62.81,192.36,86.45,189.53,42.12,44.08,99.27,19.35,38.46,170.86,163.87,76.86,50.96,103.77
07/17/2014,53.48,93.0899,116.79,130.08,54.41,80.08,62.26,192.49,86.12,189.07,42.02,44.53,98.37,19.3,38.265,169.61,162.44,76.61,50.32,102.31
07/18/2014,54.39,94.43,117.7399,130.39,55.45,80.08,63.47,192.5,86.53,191.1,42.43,44.69,98.99,18.44,38.76,171.03,162.44,77.09,50.75,102.73
07/21/2014,54.04,93.939,117.04,131.29,55.33,79.71,63.64,190.85,86.61,190.19,42.4,44.835,97.55,18.55,38.41,170.41,161.99,76.77,50.7,103.08
07/22/2014,54.05,94.72,117.55,132.58,55.12,80.54,63.72,194.09,87.45,191.33,41.19,44.83,96.27,18.47,38.52,171.33,163.4,76.64,50.98,103.54
07/23/2014,53.97,97.19,117.59,133.88,55.82,81.02,64.25,193.63,88.01,191.52,40.81,44.87,95.35,18.08,38.685,170.42,165.22,76.99,50.91,104.25
07/24/2014,54.01,97.03,118.14,134.85,56.04,81.2,64.37,195.24,87.97,192.27,40.97,44.4,95.35,18.11,39.3,171.31,162.66,76.35,51.05,104.28
07/25/2014,53.22,97.671,117.55,133.57,55.61,81.03,63.78,194.4,88.71,190.78,41,44.5,95.72,17.79,38.86,168.97,160.72,75.97,51.28,103.18
07/28/2014,54.65,99.02,117.12,133.24,55.56,81.07,63.39,195.78,88.67,193.02,40.68,43.97,95.78,17.72,39.2,170.47,161.11,75.71,51.58,103.25
07/29/2014,54.09,98.38,118.9,132.42,56.1,80.98,62.77,194.57,81.52,192.12,40.35,43.885,95.82,17.78,39.05,170.1,159.62,75.44,51.97,103.55
07/30/2014,53,98.15,118.18,132.53,56.88,81.76,62.62,194,81.29,193.3,39.62,43.5785,95.95,18.08,39.805,170.16,156.02,74.78,51.76,103.25
07/31/2014,51.99,95.6,117.54,129.24,55.23,80.85,61.06,191.67,78.78,189.57,39.29,43.16,94.56,17.5,38.565,168.19,155.91,73.58,50.42,98.94
08/01/2014,52.31,96.13,117.88,127.9,55.77,79.75,61.63,189.15,78.46,191.18,39.4,42.86,94.3,17.69,39.41,168.38,158.58,73.54,49.83,98.8
08/04/2014,51.4,95.59,118.15,128.17,55.91,80.03,61.63,189.64,79.2,191.18,39.4,43.37,94.31,17.65,38.58,168.38,158.58,73.54,50.21,100.13
08/05/2014,50.84,95.12,118.05,124.96,57.79,80.03,60.87,187.1,78.93,188.86,39.18,43.08,93.43,17.66,38.46,166.36,158.12,73.34,49.66,98.2
08/06/2014,49.28,94.96,119.59,125.73,57.56,80.52,61.11,185.97,79.39,188.34,39.92,42.74,93.47,17.64,38.57,165.3,158.45,74.2,49.13,98.98
08/07/2014,49.84,94.48,117.8,125.65,57.68,80.47,60.35,184.3,78.97,187.77,39.35,43.23,93.31,17.46,38.175,165.27,158.04,73.95,48.65,98.27
08/08/2014,50.52,94.74,119.16,127.86,58.05,82.43,60.98,186.63,79.86,187.55,39.45,43.2,93.55,19,38.53,166.28,159.1,74.67,48.7,99.74
08/11/2014,50.34,95.99,119.18,127.71,57.45,82.88,61.08,187.47,79.86,188.28,39.57,43.2,93.53,18.9,38.53,168.04,159.81,74.36,48.67,98.73
08/12/2014,50.41,95.97,119.01,127.09,57.19,82.92,61.37,187.34,80,187.93,39.68,43.52,93.56,18.9,38.365,167.13,160.25,74.22,48.84,98.49
08/13/2014,50.77,97.24,118.64,127.6,57.01,83.12,60.59,187.95,81.02,190.9,39.94,44.08,93.96,19.01,38.625,168.52,160.95,74.03,48.92,99.09
08/14/2014,51.14,97.5,119.26,126.96,57.88,83.86,61.19,187.88,81.08,189.74,40.18,44.27,93.66,18.8,38.65,168.25,161.93,74.39,49,99.09
08/15/2014,51.42,97.98,118.57,126.1,57.46,83.69,60.84,187.38,80.66,189.91,40.88,44.79,93.79,19.04,38.565,168.85,162.67,73.9,48.8,99.03
08/18/2014,51.47,99.16,119.46,126.3,64.14,83.59,61.35,189.36,81.26,191.65,41.35,45.11,94.25,19.3,39.275,170.24,162.67,74.49,48.78,99.52
08/19/2014,53.36,100.53,120.61,127.63,63.59,88.23,62.16,190.07,81.56,192.24,41.26,45.33,94.45,19.37,39.255,169.87,162.59,74.88,48.7,99.49
08/20/2014,52.38,100.57,120.91,127.49,63.76,90.75,62.01,190.1,82.02,193.33,41.25,44.95,94.19,19.25,39.455,170.52,162.78,74.96,48.82,99.7
08/21/2014,52.8,100.58,121.62,127.93,63.61,91.15,62.03,191.23,81.99,193.47,41.41,45.22,94.53,19.07,39.47,170.46,163.91,75.55,48.87,99.28
08/22/2014,52.54,101.32,121.29,127.11,63.68,91.03,62.32,190.41,81.34,191.81,41.12,45.15,94.45,19.08,39.645,169.42,162.14,75.73,48.64,98.5
08/25/2014,52.95,101.54,121.39,127.84,63.9,91.2,62.73,191.16,81.9,191.69,41.41,45.17,94.44,19.11,40.005,169.21,162.91,75.69,49.15,98.75
08/26/2014,52.26,100.889,121.09,128.25,63.52,91.63,62.81,192.99,81.49,191.94,41.6,45.005,94.11,19.455,39.74,169.25,162.14,75.52,49.25,99.64
08/27/2014,53.15,102.13,121.24,128.64,63.7,91.87,63,192.25,81.39,192.96,41.6,44.87,94.65,19.23,39.86,169.51,163.59,75.85,49.43,99.53
08/28/2014,53.32,102.25,120.97,128.75,64.2,92.51,63.11,192,82.45,192.27,41.63,44.88,94.14,19.39,39.41,168.98,163.23,75.9,49.41,99.57
08/29/2014,53.7,102.5,121.08,129.45,63.99,93.5,63.56,192.3,82.47,193.45,41.72,45.43,93.72,19.45,39.275,170.03,163.84,75.5,49.82,99.46
09/02/2014,52.88,103.3,121.56,127.54,64.36,91.15,63.68,191.56,83.07,193.07,41.64,45.09,92.8,19.495,39.64,170.12,165.46,75.75,49.77,98.49
09/03/2014,53.36,98.94,121.35,127.86,64.48,89,64.15,191.95,82.91,193.99,41.78,44.96,93.14,19.685,39.41,170.79,163.63,76.01,49.88,99.11
09/04/2014,53,98.12,125.15,126.8,64.48,89.93,64.22,190.68,82.57,193.91,41.87,45.26,93.01,20.03,39.96,170.3,163.09,76.56,49.72,98.36
09/05/2014,53.86,98.97,127.01,127.4,63.01,91.61,64.72,191.2,83.36,195.51,41.84,45.91,93.07,19.97,41.02,173.18,163.58,77.51,49.94,99.26
09/08/2014,53.53,98.36,126.6,126.21,63.39,90.82,65,190.14,83.38,195.29,41.78,46.47,92.5,19.79,41.2,172.39,163.75,76.53,49.53,97.77
09/09/2014,52.99,97.99,126.11,125.18,63.42,88.93,64.44,189.99,82.96,194.41,41.94,46.76,91.09,19.54,40.92,172.44,162.25,76.74,48.9,97.39
09/10/2014,52.99,101,126.17,124.28,63.7,89.25,64.78,191.54,83.57,189.95,42.17,46.84,93,19.61,41.235,170.43,162.07,76.51,48.75,96.81
09/11/2014,53.54,101.43,125.94,123.83,63.77,89.22,65.18,191.72,82.34,189.36,41.95,47,92.96,19.41,40.91,169.92,162.16,76.1,49.01,97.03
09/12/2014,52.48,101.66,125.37,122.66,63.93,88.84,65.27,191.28,83.05,183.16,41.46,46.695,93.34,19.12,40.92,165.5,161.75,75.77,48.4,95.78
09/15/2014,52.69,101.63,125.71,124.24,63.47,89.38,65.19,191.81,82.93,182.34,41.5,46.24,93.47,18.86,40.805,165.54,162.63,75.81,48.56,96.29
09/16/2014,53.63,100.86,126.43,124.96,63.86,90.27,65.8,192.96,83.72,183.2,41.64,46.76,93.75,19.135,40.6,167.22,163.1,76.32,48.96,97.43
09/17/2014,53.32,101.58,126.01,124.72,63.6,91.22,65.91,192.8,83.56,183.34,41.61,46.52,93.53,19.15,40.755,167.51,163.32,76.24,49.21,97.08
09/18/2014,52.74,101.79,126.48,124.14,63,92.09,66.59,193.75,84.63,181.17,41.79,46.68,93.48,19.44,40.985,166.02,164.06,76.22,49.69,96.61
09/19/2014,53.28,100.96,126.5,124.8,63.1,92.34,66.53,194,84.81,182.67,42.05,47.52,94.36,19.08,40.905,165.74,163.22,76.84,50.35,97.12
09/22/2014,52.97,101.06,125.83,123.49,61.97,91.89,66.08,193.11,83.83,181.41,42.22,47.06,93.93,18.89,40.355,165.14,163.1,76.31,50.18,96.54
09/23/2014,52.47,102.64,125.51,123.06,61.97,91.49,65.95,191.62,82.78,180.88,41.89,46.56,93.51,18.81,40.06,164.34,160.66,75.6,49.91,96.03
09/24/2014,52.47,101.75,127.62,122.4,62.28,93.02,66.19,192.31,84.15,180.4,42.27,47.08,95,18.92,40.42,163.6,161.73,77.08,50.07,95.82
09/25/2014,52.09,97.87,125.66,120.68,61.2,91.9,65.58,189.01,82.22,179.83,41.78,46.04,94.16,18.51,39.875,162.71,159.71,76.12,49.61,94.25
09/26/2014,52.25,100.75,125.54,121.47,61.49,92.84,65.48,190.06,82.67,180.54,42.2,46.41,94.7,18.545,44.75,164.66,161.22,76.49,49.77,95.43
09/29/2014,52.18,100.11,125.32,120.55,61.33,92.88,65.34,189.64,82.38,179.82,42.25,46.44,96.22,18.515,44.56,164.42,160.09,76.08,49.75,94.43
09/30/2014,52.21,100.75,125.32,119.32,61.11,91.74,64.85,187.17,80.89,178.75,42.66,46.36,94.81,18.45,44.6,164.42,162.01,76.47,49.99,94.05
10/01/2014,52.38,99.18,124.76,117.65,60.28,91.02,65.08,187.17,78.99,179.25,42.74,45.9,94.19,18.27,43.85,164.91,160.54,76.12,49.43,92.86
10/02/2014,52.28,99.9,125.79,117.11,61.06,92.24,64.83,186.91,78.57,178.63,42.66,45.76,94.12,18.19,44.65,164.49,161.47,76.23,49.29,93.3
10/03/2014,52.87,99.62,127.09,117.71,62.41,93.54,65.67,188.67,78.91,179.95,43,46.09,94.86,18.23,45.145,165.81,163.87,77.32,49.71,93.92
10/06/2014,52.8,99.62,126.21,118.09,61.83,93.26,65.62,189.04,79.46,180.28,43.6,46.09,93.84,18.12,44.61,166.1,161.64,77.35,50.08,94.52
10/07/2014,52.96,98.75,125.27,116.02,61.05,92.47,64.22,185.71,77.61,176.74,43.92,45.53,92.81,17.925,44.035,164.38,161.33,77.3,49.68,93.37
10/08/2014,54.12,100.8,128.73,117.95,61.61,94.09,65.24,189.36,78.36,181.25,44.55,46.78,93.83,18.26,44.415,168.09,163.65,78.24,49.87,94.61
10/09/2014,53.56,101.02,128.41,114.51,60.63,93.07,64.3,186.42,76.06,181.55,43.87,45.85,92.72,17.91,43.615,168.66,160.41,77.86,48.93,91.82
10/10/2014,53.89,100.73,128.9,113.89,59.94,92.55,64.15,185.93,74.58,182.13,44.47,44.03,92.3,16.845,43.595,168.43,160.42,78.29,48.94,91.6
10/13/2014,54.23,99.81,126.97,112.03,58.47,90.6,63.28,183.52,71.49,183.75,44.07,43.65,90.73,16.785,42.695,167.47,159.05,77.56,48.37,90.84
10/14/2014,54.72,98.75,126.25,109.78,58.51,90.1,63.14,183.8,72.82,186.97,43.64,43.73,91.1,17.175,42.545,169.68,160.48,77.98,48.22,90.55
10/15/2014,54.37,97.54,124.3,109.27,58.68,87.85,62.87,181.75,73.47,187.45,43.23,43.22,90.44,17.44,42.59,165.96,159,75.2,47.92,90.22
10/16/2014,53.94,96.26,122.95,111.06,58.77,88.88,61.9,179.84,74.34,187.53,42.56,42.74,89.91,17.45,43.52,166.27,158.36,73.82,47.67,90.6
10/17/2014,54.61,97.67,124.65,111.8,59.95,90.24,62.58,182.05,75.14,186.71,42.88,43.63,91.04,17.42,43.59,168.42,160.1,74.1,48.07,91.21
10/20/2014,55.36,99.76,128.42,111.49,61.52,91.85,63.1,169.1,75.89,189.65,43.29,44.08,91.59,17.57,44.45,170.35,161.15,75.14,48.48,91.77
10/21/2014,55.56,102.47,130.28,115.09,62.19,94.2,64.68,163.23,78.1,191.88,40.68,44.88,91.01,18.32,45.32,172.03,165.05,76.02,48.69,93.65
10/22/2014,55.92,102.99,130.54,114,61.16,93.34,64.68,161.79,77.63,192.96,40.62,44.38,90.94,17.89,44.93,171.44,165.16,76.03,48.31,93.13
10/23/2014,55.28,104.83,130.59,116.19,62.26,94.8,64.35,162.18,78,194.29,40.86,45.02,91.02,18.285,45.185,172.44,163.38,76.25,48.22,94.11
10/24/2014,56.47,105.22,130.44,115.91,62.25,94.99,66.05,162.08,77.56,194.11,41.03,46.13,91.67,18.48,45.45,172.86,165.43,76.38,48.77,94.49
10/27/2014,56.76,105.11,130.92,115.02,62.11,95.47,66.2,161.87,74.34,195.12,40.76,45.91,92.01,18.49,45.82,174.19,166.35,76.59,49.42,93.71
10/28/2014,56.59,106.74,131.06,117.13,62.67,96.59,64.83,163.6,76.55,195.84,40.56,46.49,92.6,18.93,46.225,177.02,167.03,76.35,49.96,95.1
10/29/2014,59.74,107.34,131.93,117.14,61.97,96.42,65.49,163.46,74.52,195.8,42.31,46.62,92.73,18.805,45.975,175.98,167.52,76.39,49.83,94.59
10/30/2014,58.27,106.98,133,117.2,64.9,97.52,66.8,164.35,84.06,200.44,41.4,46.05,93.38,18.69,46.5,178.32,169.51,76.45,49.9,94.45
10/31/2014,58.34,108,133.37,119.95,62.67,97.52,66.33,164.4,80.78,201.76,41.88,46.95,93.73,19.54,46.485,179.21,170.65,76.27,50.25,96.71
11/03/2014,58.65,109.4,134.27,116.78,63.1,96.09,66.54,164.36,82.03,203.58,41.81,47.44,93.61,19.87,46.725,182.42,170.71,76.28,50.39,95.26
11/04/2014,58.13,108.6,136.55,115.37,64,95.96,67.17,162.65,80.52,204.56,41.82,47.57,94.47,20.13,46.975,183.03,171.55,77.26,50.33,94.52
11/05/2014,59.74,108.86,136.5,117.05,63.32,95.78,66.99,161.82,82.04,202.68,42.31,47.86,94.64,20.13,47.34,181.64,172.65,77.7,50.34,95.07
11/06/2014,57.87,108.7,137.09,118.53,64.01,97.29,66.96,161.46,82.46,201.36,42.29,48.7,94.66,20.22,47.3,180.08,172.14,77.81,50.28,96.26
11/07/2014,58.32,109.01,137.71,118.8,64.41,97.65,66.6,162.07,82.47,200.54,42.32,48.68,95.1,19.79,46.89,179.44,172.34,78.77,50.86,96.59
11/10/2014,58.38,108.83,137.69,117.92,64.46,98.16,68.35,163.49,83.84,202.88,42.39,48.89,95.11,20.02,47.48,182.27,171.5,79.44,50.72,96.28
11/11/2014,57.94,109.7,137.05,118.44,65.54,98.14,67.85,163.3,84.33,202.33,42.51,48.87,95.14,19.78,47.44,180.61,171.32,79.01,50.61,96.41
11/12/2014,56.87,111.25,136.9,117.65,64.9,98.49,67.4,161.92,84.06,200.44,42.71,48.78,95.33,19.645,47.905,178.32,170.14,79.2,50.82,95.38
11/13/2014,56.31,112.82,138.71,116.45,64.84,99,67.68,162.79,83.57,200.52,42.79,49.61,95.48,19.55,48.06,179.56,170.78,82.94,51.2,94.66
11/14/2014,56.06,114.18,138.48,116.32,64.65,98.24,67.33,164.16,84.18,199.07,42.73,49.58,96.21,19.785,47.75,178.03,170.74,82.96,51.5,95.09
11/17/2014,57.19,113.99,138.47,115.75,65.3,98.03,67.29,164.16,83.95,200.52,42.92,49.46,95.97,19.695,48.03,178.48,170.2,83.57,51.4,95.11
11/18/2014,57.25,115.47,139.21,115.47,66.17,95.98,67.78,161.89,85.49,201.21,43.53,48.74,96.41,20.17,48.235,179.19,170.95,83.79,51.22,94.87
11/19/2014,57.24,114.67,140.01,116.47,66.1,96.7,67.21,161.43,85.27,197.86,44.22,48.22,96.56,20.01,48.475,176.37,170.85,84.99,50.49,95.61
11/20/2014,57.23,116.31,139.25,117.31,66.55,97.57,66.8,160.64,86,197.85,44.25,48.7,96.64,20.34,48.65,178.87,173.58,84.58,50.19,95.82
11/21/2014,57.42,116.47,139.72,118.58,67.45,98.28,67.36,160.92,87.85,200.37,44.5,47.98,96.68,20.455,48.71,178.45,173.48,84.65,50.21,96.81
11/24/2014,56.8,118.625,139.8,117.59,66.75,98.4,66.93,162.15,87.28,200.6,44.27,47.59,97.17,20.58,48.975,178.58,175.38,85.4,49.5,95.72
11/25/2014,56.58,117.6,138.87,116.15,65.38,97.01,66.85,161.76,86.4,200.13,44.43,47.47,97,20.57,48.645,179.01,174.77,84.95,49.34,94.78
11/26/2014,56.66,119,139.75,115.11,65.91,97.7,67.32,161.95,86.76,202.21,44.29,47.75,96.22,20.915,48.9,180.69,175.63,84.98,50.04,94.48
11/28/2014,57.55,118.93,142.12,108.87,66.74,99.4,68.12,162.17,82.92,202.41,44.83,47.81,96.81,20.97,49.645,180.8,175.39,87.54,50.59,90.54
12/01/2014,58.01,115.07,141.98,111.73,66.32,98.88,68.51,161.54,82.16,201.53,44.55,48.62,95.78,20.58,48.845,180.38,172.38,86.22,50.03,92.35
12/02/2014,58.36,114.63,143.06,114.02,67.27,98.16,70.38,162.67,83.66,203.24,44.54,48.46,95.11,20.61,49.02,181.85,173.46,86.4,49.11,94.19
12/03/2014,58.51,115.93,142.69,113.71,66.69,98.59,71.13,164.52,84.35,202.29,43.8,48.08,95.5,21.14,49.25,181.6,174.18,84.94,48.79,94.95
12/04/2014,58.44,115.49,143.02,112.28,67.79,98.95,72.38,164.05,83.22,203.22,43.5,48.84,95.66,20.95,49.525,182.05,174.61,84.76,48.78,94.37
12/05/2014,57.76,115,143.25,110.87,68.21,99.64,71.85,163.27,80.51,202.03,43.53,48.42,96.31,21.07,49.665,180.83,174.45,84.12,48.61,93.82
12/08/2014,58.76,112.4,142.33,106.8,68.51,100.43,72.83,161.86,79.62,203.75,43.14,47.695,92.61,20.8,48.86,182.86,176.27,84.23,48.9,91.7
12/09/2014,58.87,114.12,143.04,107.01,69.2,99.64,72.21,162.99,79.46,205.28,42.04,47.59,91.36,20.73,48.515,182.23,172.26,83.56,46.92,91.38
12/10/2014,58.23,111.95,140.25,104.86,68.89,98.94,71.05,160.51,75.86,205.63,41.6,46.9,90,20.27,48.83,182.71,169.2,82.98,46.18,88.67
12/11/2014,58.86,111.62,141.41,104.91,69.15,100.27,71.61,161.07,75.71,205.93,41.53,47.17,90.97,20.26,48.465,182.86,172.11,83.83,46.36,89.2
12/12/2014,58.69,109.73,137.88,102.38,69.8,99.78,69.55,155.38,72.56,203.82,40.91,46.95,90.62,19.63,48.085,180.44,168.94,83.81,45.58,86.6
12/15/2014,58.08,108.225,138.19,100.86,70.25,100.05,69.67,153.06,72.05,201.44,40.57,46.67,88.46,19.57,47.715,180.32,167.8,83.94,45.42,86.9
12/16/2014,57.83,106.745,137.31,101.7,67.83,97.06,69.26,151.41,71.57,201.68,40.39,45.16,88.72,19.345,46.605,179.15,166.87,82.96,45.53,86.41
12/17/2014,58.82,109.41,139.33,106.02,71.02,98.94,70.28,151.93,72.9,204.97,41.55,45.74,91.65,20.14,47.25,182.98,168.92,84.23,46.44,89.02
12/18/2014,59.98,112.65,141.56,109.03,71.29,100.67,72.45,157.68,74.78,208.25,42.39,47.52,93.67,20.22,48.54,185.47,171.74,85.94,47.05,91.16
12/19/2014,59.89,111.78,141.77,112.93,68.56,101.93,72.4,158.51,75.61,208.16,41.95,47.66,93.22,20.42,47.42,183.53,171.51,85.16,47.02,93.64
12/22/2014,60.15,112.94,143.21,112.03,68.66,103.5,71.42,161.44,76.49,212.86,42.35,47.98,93.89,20.78,47.965,187.46,170.6,86.38,47.51,93.33
12/23/2014,60.11,112.54,144.15,113.95,69.55,103.76,69.74,162.24,76.76,212.58,42.97,48.45,94.22,20.65,47.985,186.34,172.32,86.66,47.67,94.59
12/24/2014,61.31,112.01,143.65,113.47,69.86,103.56,70.16,161.82,76.8,210.72,42.94,48.14,93.83,20.57,48.145,185.12,172.08,86.43,47.67,93.78
12/26/2014,61.99,113.99,143.44,113.25,69.4,103.75,70.39,162.34,76.75,211.53,42.96,47.88,94.78,20.59,48.415,184.63,171.47,86.91,47.86,93.21
12/29/2014,62.91,113.91,143.34,113.32,70.84,104.53,70.1,160.51,76.35,211.5,42.86,47.45,95.04,20.56,48.65,186.51,171.6,86.64,47.55,93.07
12/30/2014,61.72,112.52,143.49,113.11,71.1,104.27,69.64,160.05,76.58,209.97,42.76,47.02,94.25,20.37,48.44,185.55,172.5,86.79,47.33,93.02
